stimulus_id,utterance,relations
scene0585_00-recycling_bin-3-1-15-36,the correct recycling bin is in the middle ,recycling bin-centerpiece
scene0106_00-monitor-5-33-20-21-26-29,select the monitor that sits by itself on the back wall desk,monitor-desk
scene0098_00-bookshelf-2-20-21,the bookshelf next to the door ,bookshelf-door
scene0642_00-door-3-7-22-37,choose the exit door that is in the middle ,door-centerpiece
scene0305_00-monitor-4-2-0-1-3,the monitor with the grey screen,monitor-air hockey table
scene0034_00-window-3-20-10-47,please select the window in the room with the toilet ,"window-bed,bed-toilet"
scene0628_00-trash_can-2-15-7,it is the trashcan closest to the brown chair,trash bin-chair
scene0211_00-book-2-15-14,facing the window  the books that are taller ,books-window
scene0268_00-cup-2-9-10,the cup closest to the bathtub ,cup-bathtub
scene0398_00-dresser-2-4-3,when you are facing the door  this dresser is on the right side,dresser-door
scene0226_00-board-2-9-5,this board is closest to the kepler 1861 poster ,board-poster
scene0002_00-pillow-4-25-26-27-28,choose the blue pillow on the right side of the couch ,pillow-couch
scene0317_00-couch-2-1-0,standing in front of the orange couch units  the couch on the left ,"couch-baby changing station,couch-person"
scene0130_00-office_chair-2-2-3,it is the chair furthest from the door ,chair-door
scene0544_00-cabinet-2-10-11,cabinets under the two printers,cabinets-printer
scene0673_00-door-2-23-6,the door to the right when facing the bike ,door-bicycle
scene0075_00-office_chair-4-7-4-5-6,if you stand in front of the windows and face the long table  pick the chair all the way to your right ,"table-window,chair-table"
scene0469_00-radiator-2-33-32,it is the small radiator on the right when facing the radiators ,"radiator-object,radiator-heater"
scene0507_00-end_table-2-1-0,the end table closest to the bed ,end table-bed
scene0493_00-whiteboard-3-11-13-14,the whiteboard that does not meet the other whiteboard in the corner ,whiteboard-whiteboard
scene0147_00-dresser-2-6-5,select the dresser opposite the bed ,dresser-bed
scene0178_00-lamp-5-10-8-9-18-19,the lamp on the desk right in front of the window,"lamp-desk,desk-window"
scene0577_00-cabinet-2-7-5,you are looking for the very tall  white cabinet  next to the pink curtains ,cabinet-curtains
scene0238_00-desk-3-5-4-7,the desk with the 2 monitors on top,desk-screen
scene0597_00-recycling_bin-2-23-38,zoom in closely so you can see the recycling bins as detailed as possible  choose the recycling bin with the blue lid ,recycling bin-air hockey table
scene0682_00-microwave-2-15-10,it is the microwave on the left and on the counter ,microwave-counter
scene0288_00-stool-2-38-39,stool closest to the entry way,stool-door
scene0694_00-end_table-3-25-21-30,the end table in the middle  when facing the windows ,"end table-centerpiece,end table-window"
scene0309_00-chair-5-10-6-7-8-9,the chair by itself ,alarm clock
scene0302_00-whiteboard-2-19-21,the larger of the whiteboards ,
scene0325_00-table-2-17-18,click the large table with a few items on it,pool table-air hockey table
scene0465_00-kitchen_cabinet-3-32-25-27,the bottom kitchen cabinet by the stove ,cabinet-stove
scene0178_00-door-3-35-11-43,the door opposite the bed,door-bed
scene0486_00-cabinet-2-41-45,i am the cabinet above the over filled trash can,cabinet-trash can
scene0101_00-sink-2-87-71,the sink in the bathroom ,sink-toilet
scene0508_00-window-2-13-12,looking for a window  to the side of it is a grey trash can and under neath it is a backpack on the floor ,"trash can-window,backpack-floor"
scene0282_00-lamp-2-20-16,choose the small lamp sitting on the dresser ,lamp-dresser
scene0381_00-ottoman-2-6-5,if looking at the whiteboard from the middle the ottoman that is in the 6 of the clock position ,ottoman-whiteboard
scene0476_00-file_cabinet-3-18-2-3,if looking at the window  the cabinet on the left ,cabinet-window
scene0640_00-kitchen_cabinet-6-9-8-15-16-17-18,the cabinets above the kitchen counter  next to the refrigerator (not above),"cabinets-kitchen counter,cabinets-refrigerator"
scene0499_00-table-2-6-37,it is the table furthest from the couches ,table-sofa
scene0654_00-stool-2-14-12,the stool next to the sofa table ,stool-coffee table
scene0213_00-armchair-2-0-1,facing the window select the armchair on the left ,armchair-window
scene0230_00-trash_can-2-11-12,the trashcan against the wall between the brown and black chair ,"trash bin-chair,trash bin-wall"
scene0499_00-end_table-2-38-39,select the end table between the larger sofa and the wall,"end table-sofa,end table-wall"
scene0398_00-recycling_bin-2-17-5,looking for a blue recycling bin  to the side of it is a blue chair pushed in under the desk,"recycling bin-chair,chair-desk"
scene0317_00-table-2-15-17,the table is in the middle of the room with chairs around it ,table-chair
scene0592_00-picture-2-40-43,choose the picture that is hanging on the white wall ,picture-wall
scene0352_00-table-2-6-5,choose the round table ,round table
scene0517_00-towel-3-38-37-41,when facing the sink and mirror  the towel that is hanging on the left side of the mirror ,"towel-mirror,mirror-sink"
scene0238_00-chair-3-10-9-11,looking in from the door  the first chair on the left ,chair-door
scene0521_00-picture-4-36-13-21-34,choose the picture located over the toilet ,picture-toilet
scene0239_00-picture-2-4-11,if you are facing the paintings  it is the one on the left (of an umbrella) ,picture-umbrella
scene0476_00-bag-2-25-31,the bag on top of the desk in the corner,bag-desk
scene0309_00-picture-2-60-62,the picture between the two doors,picture-doors
scene0150_00-table-2-2-0,facing the white board  the table on the left ,table-blackboard
scene0679_00-lamp-4-19-6-18-38,facing the foot of the bed  the lamp on the immediate right ,"lamp-person,lamp-bed"
scene0492_00-sink-3-15-9-17,the sink furthest from the tiled wall ,sink-wall
scene0274_00-chair-4-2-3-4-5,choose the black computer chair ,chair
scene0497_00-armchair-2-22-23,the smaller of the armchairs ,chair
scene0238_00-file_cabinet-3-31-6-42,this file cabinet is farther away from the windows,file cabinet-window
scene0394_00-sink-2-31-18,facing the sinks  left,sink-airplane
scene0264_00-monitor-4-25-0-1-26,this monitor is further from the other 3 ,monitor-airplane
scene0269_00-couch-2-1-0,this couch is closer to the round table ,couch-round table
scene0068_00-trash_can-2-3-43,the trash can under the sink,trash can-sink
scene0433_00-oven-2-19-2,the lower oven,oven
scene0152_00-plant-5-13-11-12-27-30,this plant is right under a black and red banner,plant-banner
scene0395_00-monitor-4-0-25-32-33,select the monitor closest to the window ,monitor-window
scene0106_00-table-4-0-1-2-3,the second table from the left when viewed from the blue door ,table-door
scene0497_00-trash_can-6-42-10-31-43-49-61,there are two trash cans under one desk  it is the one on the left  if you are facing the desk ,"desk-trash can,trash can-trash can"
scene0028_00-bookshelf-4-5-6-21-22,the bookshelf immediately next to the waste can in the corner,"bookshelf,bookshelf-trash can"
scene0049_00-picture-4-19-0-18-20,while facing the red couch  the painting to the left above the other smaller painting,"painting-couch,painting-painting"
scene0517_00-desk-2-17-18,the correct desk is next to the open door ,desk-door
scene0661_00-chair-5-4-1-2-3-5,looking at the wall with windows the second chair from the left on the wall,"wall-window,chair-wall"
scene0177_00-monitor-4-30-3-23-25,facing the window select the monitor closest to you on the left hand desk ,monitor-desk
scene0126_00-monitor-2-10-9,the monitor closest to the door ,monitor-door
scene0340_00-bed-2-12-13,the bed closest to the window ,bed-window
scene0051_00-window-3-14-23-33,the window in the corner over the bed ,window-bed
scene0180_00-window-2-29-31,window with more light coming out,window-light
scene0447_00-cup-2-18-15,the cup on the right side of the sink faucet,"cup-sink,cup-faucet"
scene0632_00-books-5-12-8-9-10-11,the top book  at the highest point on the bookshelf ,book-bookshelf
scene0502_00-stool-2-13-14,the white stool closest to the black computer chair ,stool-office chair
scene0640_00-chair-3-28-50-51,facing the refrigerator kitchen  its the chair on the left side on the black table ,"chair-refrigerator,chair-table,table-kitchen cabinet"
scene0140_00-cabinet-2-2-33,cabinet to the right of the trash cans by he door,"cabinet-door,cabinet-trash bin"
scene0128_00-picture-2-19-18,the taller picture to the left of the other,
scene0005_00-chair-4-4-3-5-16,it is the chair closest to the pictures on the wall,"chair-pictures,chair-wall"
scene0379_00-keyboard-3-35-25-36,the keyboard closest to the door,keyboard-door
scene0233_00-bag-2-16-15,the shorter bag next to the desk ,bag-desk
scene0274_00-chair-4-3-2-4-5,the green chair closest to the door,chair-door
scene0083_00-mirror-2-13-9,facing the sink  it is the mirror to the left of the sink ,mirror-sink
scene0142_00-keyboard-2-34-24,this keyboard is in the center of the room  on a desk facing another desk ,"desk-desk,keyboard-desk"
scene0213_00-armchair-2-1-0,armchair next to blue couch,armchair-couch
scene0585_00-table-2-10-9,the table with the printers on top of it ,table-printer
scene0515_00-window-2-11-26,the windows above the small piano keyboard,window-keyboard
scene0150_00-chair-6-9-1-8-10-11-12,choose the chair that is in front of a wall outlet ,chair-power outlet
scene0515_00-backpack-2-54-44,the backpack against the wall between the microwave cart and the bathroom doorway ,"backpack-cart,backpack-bathroom stall door,backpack-wall"
scene0068_00-trash_can-2-3-43,select the trashcan under neath the sink ,trash bin-sink
scene0560_00-pillow-2-5-4,the pillow on the side of the bed next to the door,"bed-door,pillow-bed"
scene0325_00-printer-2-5-0,the right most printer  further away from the messy shelf,printer-shelf
scene0361_00-bookshelf-3-3-1-2,the bookshelf on its own along the wall ,"bookshelf,wall"
scene0320_00-stool-3-9-10-46,the small stool between two chairs under the long desk ,"stool-chair,stool-desk,chair-desk"
scene0010_00-backpack-3-65-8-14,the backpack between the two desks on same wall as the door ,"backpack-desk,wall-door,desk-wall"
scene0320_00-window-4-3-1-2-23,i am the short window in the middle of the room,
scene0352_00-plant-2-33-22,the plant on the round table ,plant-table
scene0211_00-bookshelf-2-17-1,the bookshelf farthest from the door ,bookshelf-door
scene0250_00-storage_bin-2-28-29,storage bin top one,
scene0347_00-trash_can-2-1-9,the garbage can between the sink and refrigerator ,"trash can-sink,trash can-refrigerator"
scene0605_00-trash_can-2-10-12,small black trash can,airplane
scene0420_00-table-4-6-5-22-25,it is one of the two tables close to the windows  the one furthest from the blackboards ,"table-whiteboard,table lamp-window"
scene0220_00-window-2-5-20,the window over the double sink ,window-sink
scene0024_00-book-3-19-21-59,the book that is on the right side of the couch,book-couch
scene0525_00-book-5-54-30-55-59-60,facing the books  the second highest book ,books-bookshelf
scene0501_00-sink-2-37-38,facing the sinks  left,chair-sink
scene0186_00-trash_can-3-34-35-45,the left trashcan with the white liner in the smaller office ,"trash bin-office chair,trash bin-table"
scene0579_00-trash_can-2-3-2,it is the trash can by the door and the sink ,"trash can-sink,trash can-door"
scene0047_00-door-4-21-15-20-41,the door has a recycling bin in front of it in the middle of the wall,"door-recycling bin,recycling bin-wall"
scene0446_00-toilet_paper-5-33-18-19-20-21,pick the toilet paper that is mounted to the wall across from the toilet next to the towel ,"towel-wall,toilet paper-wall,toilet-wall"
scene0582_00-desk-2-10-8,if your back is against the door  it is the desk furthest to your left ,"desk-door,desk-airplane"
scene0213_00-lamp-2-18-13,the lamp next to the couch ,lamp-couch
scene0242_00-chair-3-1-2-3,it is the chair closest to the corner of the room between two doors ,"chair-doors,chair-bed"
scene0313_00-couch-3-1-0-7,select the second biggest couch ,airplane
scene0619_00-desk-2-6-20,choose the white top desk ,air hockey table
scene0635_00-bookshelf-2-21-14,the bookshelf closest to the window and furthest from the door,"bookshelf-window,bookshelf-door"
scene0442_00-table-4-12-9-10-11,round table that has 2 of the 3 chairs surrounding it pulled out,round table-chair
scene0464_00-picture-4-40-26-27-28,picture to the left of the whiteboard,picture-whiteboard
scene0541_00-picture-5-23-19-20-21-24,the picture on right top of the dresser,picture-dresser
scene0255_00-cabinet-6-18-0-1-2-15-17,the cabinet closest to the ground between the two printers  there is a green bucket on the counter above it ,"counter-cabinet,cabinet-printer,bucket-counter"
